date_of_death,new_deaths,cumulative_deaths,data_as_of,data_loaded_at
05/27/2022 12:00:00 AM,2,902,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/28/2022 12:00:00 AM,0,902,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/29/2022 12:00:00 AM,1,903,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/30/2022 12:00:00 AM,3,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/31/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/01/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/02/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/03/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/04/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/05/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/06/2022 12:00:00 AM,0,906,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/07/2022 12:00:00 AM,2,908,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/08/2022 12:00:00 AM,2,910,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/09/2022 12:00:00 AM,0,910,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/10/2022 12:00:00 AM,2,912,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/11/2022 12:00:00 AM,2,914,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/12/2022 12:00:00 AM,1,915,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/13/2022 12:00:00 AM,2,917,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/14/2022 12:00:00 AM,0,917,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/15/2022 12:00:00 AM,3,920,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/16/2022 12:00:00 AM,0,920,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/17/2022 12:00:00 AM,3,923,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/18/2022 12:00:00 AM,4,927,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/19/2022 12:00:00 AM,1,928,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/20/2022 12:00:00 AM,1,929,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/21/2022 12:00:00 AM,1,930,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/22/2022 12:00:00 AM,0,930,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/23/2022 12:00:00 AM,1,931,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/24/2022 12:00:00 AM,0,931,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/25/2022 12:00:00 AM,1,932,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/26/2022 12:00:00 AM,0,932,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/27/2022 12:00:00 AM,2,934,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/28/2022 12:00:00 AM,2,936,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/29/2022 12:00:00 AM,3,939,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/30/2022 12:00:00 AM,0,939,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/01/2022 12:00:00 AM,1,940,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/02/2022 12:00:00 AM,0,940,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/03/2022 12:00:00 AM,1,941,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/04/2022 12:00:00 AM,4,945,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/05/2022 12:00:00 AM,1,946,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/06/2022 12:00:00 AM,4,950,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/07/2022 12:00:00 AM,0,950,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/08/2022 12:00:00 AM,0,950,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/09/2022 12:00:00 AM,2,952,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/10/2022 12:00:00 AM,3,955,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/11/2022 12:00:00 AM,1,956,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/12/2022 12:00:00 AM,2,958,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/13/2022 12:00:00 AM,0,958,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/14/2022 12:00:00 AM,3,961,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/15/2022 12:00:00 AM,0,961,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/16/2022 12:00:00 AM,1,962,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/17/2022 12:00:00 AM,3,965,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/18/2022 12:00:00 AM,1,966,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/19/2022 12:00:00 AM,0,966,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/20/2022 12:00:00 AM,1,967,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/21/2022 12:00:00 AM,3,970,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/22/2022 12:00:00 AM,1,971,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/23/2022 12:00:00 AM,1,972,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/24/2022 12:00:00 AM,1,973,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/25/2022 12:00:00 AM,2,975,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/26/2022 12:00:00 AM,2,977,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/27/2022 12:00:00 AM,0,977,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/28/2022 12:00:00 AM,2,979,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/29/2022 12:00:00 AM,2,981,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/30/2022 12:00:00 AM,3,984,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/31/2022 12:00:00 AM,2,986,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/01/2022 12:00:00 AM,2,988,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/02/2022 12:00:00 AM,0,988,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/03/2022 12:00:00 AM,1,989,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/04/2022 12:00:00 AM,3,992,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/05/2022 12:00:00 AM,2,994,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/06/2022 12:00:00 AM,3,997,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/07/2022 12:00:00 AM,2,999,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/08/2022 12:00:00 AM,0,999,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/09/2022 12:00:00 AM,2,1001,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/10/2022 12:00:00 AM,1,1002,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/11/2022 12:00:00 AM,4,1006,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/12/2022 12:00:00 AM,3,1009,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/13/2022 12:00:00 AM,3,1012,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/14/2022 12:00:00 AM,2,1014,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/15/2022 12:00:00 AM,0,1014,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/16/2022 12:00:00 AM,3,1017,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/17/2022 12:00:00 AM,1,1018,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/18/2022 12:00:00 AM,1,1019,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/19/2022 12:00:00 AM,6,1025,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/20/2022 12:00:00 AM,2,1027,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/21/2022 12:00:00 AM,2,1029,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/22/2022 12:00:00 AM,2,1031,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/23/2022 12:00:00 AM,0,1031,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/24/2022 12:00:00 AM,0,1031,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/25/2022 12:00:00 AM,2,1033,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/26/2022 12:00:00 AM,2,1035,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/27/2022 12:00:00 AM,0,1035,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/28/2022 12:00:00 AM,2,1037,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/29/2022 12:00:00 AM,1,1038,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/30/2022 12:00:00 AM,1,1039,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/31/2022 12:00:00 AM,1,1040,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/01/2022 12:00:00 AM,1,1041,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/02/2022 12:00:00 AM,3,1044,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/03/2022 12:00:00 AM,1,1045,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/04/2022 12:00:00 AM,0,1045,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/05/2022 12:00:00 AM,1,1046,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/06/2022 12:00:00 AM,0,1046,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/07/2022 12:00:00 AM,1,1047,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/08/2022 12:00:00 AM,0,1047,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/09/2022 12:00:00 AM,0,1047,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/10/2022 12:00:00 AM,3,1050,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/11/2022 12:00:00 AM,1,1051,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/12/2022 12:00:00 AM,1,1052,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/13/2022 12:00:00 AM,2,1054,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/14/2022 12:00:00 AM,1,1055,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/15/2022 12:00:00 AM,1,1056,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/16/2022 12:00:00 AM,2,1058,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/17/2022 12:00:00 AM,1,1059,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/18/2022 12:00:00 AM,0,1059,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/19/2022 12:00:00 AM,2,1061,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/20/2022 12:00:00 AM,0,1061,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/21/2022 12:00:00 AM,0,1061,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/22/2022 12:00:00 AM,1,1062,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/23/2022 12:00:00 AM,2,1064,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/24/2022 12:00:00 AM,0,1064,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/25/2022 12:00:00 AM,0,1064,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/26/2022 12:00:00 AM,0,1064,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/27/2022 12:00:00 AM,1,1065,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/28/2022 12:00:00 AM,0,1065,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/29/2022 12:00:00 AM,1,1066,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/30/2022 12:00:00 AM,0,1066,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/01/2022 12:00:00 AM,1,1067,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/02/2022 12:00:00 AM,0,1067,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/03/2022 12:00:00 AM,0,1067,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/04/2022 12:00:00 AM,1,1068,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/05/2022 12:00:00 AM,0,1068,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/06/2022 12:00:00 AM,1,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/07/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/08/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/09/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/10/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/11/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/12/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/13/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/14/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/15/2022 12:00:00 AM,0,1069,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/16/2022 12:00:00 AM,1,1070,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/17/2022 12:00:00 AM,1,1071,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/18/2022 12:00:00 AM,0,1071,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/19/2022 12:00:00 AM,0,1071,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/20/2022 12:00:00 AM,0,1071,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/21/2022 12:00:00 AM,0,1071,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/22/2022 12:00:00 AM,1,1072,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/23/2022 12:00:00 AM,0,1072,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/24/2022 12:00:00 AM,0,1072,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/25/2022 12:00:00 AM,0,1072,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/26/2022 12:00:00 AM,0,1072,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/27/2022 12:00:00 AM,1,1073,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/28/2022 12:00:00 AM,1,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/29/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/30/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/31/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/01/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/02/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/03/2022 12:00:00 AM,0,1074,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/04/2022 12:00:00 AM,1,1075,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/05/2022 12:00:00 AM,0,1075,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/06/2022 12:00:00 AM,0,1075,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/07/2022 12:00:00 AM,1,1076,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/08/2022 12:00:00 AM,0,1076,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/09/2022 12:00:00 AM,0,1076,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/10/2022 12:00:00 AM,3,1079,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/11/2022 12:00:00 AM,1,1080,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/12/2022 12:00:00 AM,1,1081,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/13/2022 12:00:00 AM,1,1082,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/14/2022 12:00:00 AM,1,1083,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/15/2022 12:00:00 AM,1,1084,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/16/2022 12:00:00 AM,1,1085,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/17/2022 12:00:00 AM,0,1085,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/18/2022 12:00:00 AM,3,1088,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/19/2022 12:00:00 AM,0,1088,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/20/2022 12:00:00 AM,0,1088,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/21/2022 12:00:00 AM,0,1088,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/22/2022 12:00:00 AM,2,1090,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/23/2022 12:00:00 AM,0,1090,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/24/2022 12:00:00 AM,1,1091,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/25/2022 12:00:00 AM,2,1093,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/26/2022 12:00:00 AM,0,1093,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/27/2022 12:00:00 AM,1,1094,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/28/2022 12:00:00 AM,0,1094,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/29/2022 12:00:00 AM,1,1095,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/30/2022 12:00:00 AM,0,1095,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/01/2022 12:00:00 AM,1,1096,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/02/2022 12:00:00 AM,1,1097,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/03/2022 12:00:00 AM,1,1098,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/04/2022 12:00:00 AM,2,1100,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/05/2022 12:00:00 AM,1,1101,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/06/2022 12:00:00 AM,0,1101,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/07/2022 12:00:00 AM,0,1101,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/08/2022 12:00:00 AM,0,1101,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/09/2022 12:00:00 AM,3,1104,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/10/2022 12:00:00 AM,2,1106,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/11/2022 12:00:00 AM,2,1108,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/12/2022 12:00:00 AM,0,1108,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/13/2022 12:00:00 AM,4,1112,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/14/2022 12:00:00 AM,0,1112,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/15/2022 12:00:00 AM,1,1113,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/16/2022 12:00:00 AM,0,1113,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/17/2022 12:00:00 AM,1,1114,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/18/2022 12:00:00 AM,2,1116,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/19/2022 12:00:00 AM,2,1118,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/20/2022 12:00:00 AM,4,1122,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/21/2022 12:00:00 AM,3,1125,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/22/2022 12:00:00 AM,2,1127,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/23/2022 12:00:00 AM,5,1132,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/24/2022 12:00:00 AM,3,1135,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/25/2022 12:00:00 AM,1,1136,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/26/2022 12:00:00 AM,2,1138,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/27/2022 12:00:00 AM,2,1140,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/28/2022 12:00:00 AM,1,1141,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/29/2022 12:00:00 AM,2,1143,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/30/2022 12:00:00 AM,3,1146,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/31/2022 12:00:00 AM,2,1148,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/01/2023 12:00:00 AM,1,1149,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/02/2023 12:00:00 AM,0,1149,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/03/2023 12:00:00 AM,1,1150,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/04/2023 12:00:00 AM,1,1151,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/05/2023 12:00:00 AM,1,1152,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/06/2023 12:00:00 AM,1,1153,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/07/2023 12:00:00 AM,2,1155,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/08/2023 12:00:00 AM,1,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/09/2023 12:00:00 AM,0,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/10/2023 12:00:00 AM,0,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/11/2023 12:00:00 AM,0,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/12/2023 12:00:00 AM,0,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/13/2023 12:00:00 AM,0,1156,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/14/2023 12:00:00 AM,1,1157,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/15/2023 12:00:00 AM,0,1157,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/16/2023 12:00:00 AM,1,1158,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/17/2023 12:00:00 AM,0,1158,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/18/2023 12:00:00 AM,0,1158,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/19/2023 12:00:00 AM,1,1159,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/20/2023 12:00:00 AM,2,1161,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/21/2023 12:00:00 AM,0,1161,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/22/2023 12:00:00 AM,3,1164,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/23/2023 12:00:00 AM,1,1165,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/24/2023 12:00:00 AM,0,1165,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/25/2023 12:00:00 AM,1,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/26/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/27/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/28/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/29/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/30/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/31/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/01/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/02/2023 12:00:00 AM,0,1166,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/03/2023 12:00:00 AM,1,1167,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/04/2023 12:00:00 AM,1,1168,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/05/2023 12:00:00 AM,0,1168,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/06/2023 12:00:00 AM,1,1169,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/07/2023 12:00:00 AM,1,1170,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/08/2023 12:00:00 AM,1,1171,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/09/2023 12:00:00 AM,0,1171,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/10/2023 12:00:00 AM,0,1171,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/11/2023 12:00:00 AM,1,1172,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/12/2023 12:00:00 AM,0,1172,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/13/2023 12:00:00 AM,0,1172,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/14/2023 12:00:00 AM,0,1172,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
